DATE,INTERPOLATED,MA7_NUM_CRITICAL,MA7_NUM_CRITICAL_per_100kpop,MA7_NUM_DAILY_CRITICAL,MA7_NUM_DAILY_CRITICAL_per_100kpop,NUM_CRITICAL,NUM_CRITICAL_per_100kpop,NUM_DAILY_CRITICAL,NUM_DAILY_CRITICAL_per_100kpop,PROVINCE_NAME,PROVINCE_NAME_PSGC,REGION_NAME
2020-08-28,0,93.0,4.986326516690555,2.4285714285714284,0.13021129152648145,103.0,5.522490658270185,2.0,0.10723282831592593,City of Manila,PH133900000,NCR
2020-08-29,0,95.28571428571428,5.108878320480184,2.2857142857142856,0.12255180378962963,101.0,5.415257829954259,-2.0,-0.10723282831592593,City of Manila,PH133900000,NCR
2020-08-30,0,97.71428571428571,5.239089612006667,2.4285714285714284,0.13021129152648145,101.0,5.415257829954259,0.0,0.0,City of Manila,PH133900000,NCR
2020-08-31,0,99.42857142857142,5.331003464848888,1.7142857142857142,0.09191385284222223,99.0,5.308025001638334,-2.0,-0.10723282831592593,City of Manila,PH133900000,NCR
2020-09-01,0,100.14285714285714,5.369300903533148,0.7142857142857142,0.038297438684259257,96.0,5.147175759164444,-3.0,-0.16084924247388888,City of Manila,PH133900000,NCR
2020-09-02,0,100.85714285714285,5.407598342217407,0.7142857142857142,0.038297438684259257,105.0,5.629723486586111,9.0,0.4825477274216667,City of Manila,PH133900000,NCR
2020-09-03,0,101.57142857142857,5.445895780901666,0.7142857142857142,0.038297438684259257,106.0,5.683339900744074,1.0,0.05361641415796296,City of Manila,PH133900000,NCR
2020-09-04,0,101.85714285714285,5.46121475637537,0.2857142857142857,0.015318975473703703,105.0,5.629723486586111,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-09-05,0,103.42857142857142,5.54546912148074,1.5714285714285714,0.08425436510537038,112.0,6.005038385691852,7.0,0.37531489910574073,City of Manila,PH133900000,NCR
2020-09-06,0,105.57142857142857,5.660361437533519,2.142857142857143,0.11489231605277778,116.0,6.219504042323703,4.0,0.21446565663185185,City of Manila,PH133900000,NCR
2020-09-07,0,108.0,5.79057272906,2.4285714285714284,0.13021129152648145,116.0,6.219504042323703,0.0,0.0,City of Manila,PH133900000,NCR
2020-09-08,0,110.85714285714285,5.943762483797037,2.8571428571428568,0.15318975473703703,116.0,6.219504042323703,0.0,0.0,City of Manila,PH133900000,NCR
2020-09-09,0,112.28571428571428,6.020357361165555,1.4285714285714284,0.07659487736851851,115.0,6.165887628165741,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-09-10,0,113.42857142857142,6.08163326306037,1.1428571428571428,0.06127590189481481,114.0,6.1122712140077775,-1.0,-0.05361641415796296,City of Manila,PH133900000,NCR
2020-09-11,0,115.0,6.165887628165741,1.5714285714285714,0.08425436510537038,116.0,6.219504042323703,2.0,0.10723282831592593,City of Manila,PH133900000,NCR
2020-09-12,0,115.57142857142857,6.196525579113147,0.5714285714285714,0.030637950947407407,116.0,6.219504042323703,0.0,0.0,City of Manila,PH133900000,NCR
